diff_time,water_level,humd_1,humd_2,humd_3,humd_4,humd_5,humd_6,humd_7,humd_8,humd_9
297,29.80723,99.30853,102.96301,102.50525,91.79358,92.75488,91.80121,96.50854,91.99194,91.72491
1074,30.13539,99.30853,102.96301,102.50525,91.79358,92.75488,91.77832,96.57721,92.02246,91.70203
599,30.17231,99.30853,102.96301,102.44421,91.80884,92.75488,91.77832,96.57721,92.02246,91.73254
300,30.20923,99.30853,102.96301,102.44421,91.78595,92.75488,91.80884,96.57721,92.02246,91.73254
301,29.91566,99.30853,102.99353,102.44421,91.79358,92.75488,91.80884,96.57721,92.02246,91.73254
300,30.03692,99.30853,102.99353,102.48236,91.78595,92.75488,91.80884,96.57721,91.96906,91.73254
299,30.03692,99.30853,102.99353,102.48236,91.79358,92.75488,91.80884,96.57721,91.96906,91.73254
301,30.07385,99.30853,102.99353,102.48236,91.79358,92.75488,91.80884,96.60773,91.96906,91.73254
300,29.91566,99.30853,102.99353,102.48236,91.78595,92.75488,91.78595,96.60773,91.96906,91.73254
300,30.17231,99.30853,102.99353,102.48236,91.78595,92.75488,91.78595,96.60773,91.99957,91.75543
326,29.87952,99.34668,102.99353,102.48236,91.79358,92.75488,91.78595,96.55432,91.99957,91.70966
300,29.98795,99.34668,102.99353,102.48236,91.79358,92.75488,91.78595,96.55432,91.99957,91.70966
300,29.86747,99.34668,102.99353,102.48236,91.79358,92.75488,91.81647,96.55432,91.99957,91.70966
299,29.80723,99.34668,102.99353,102.48236,91.79358,92.75488,91.81647,96.55432,91.99957,91.75543
383,29.84337,99.34668,102.99353,102.51288,91.76306,92.75488,91.81647,96.60773,91.99957,91.75543
300,29.89157,99.34668,102.99353,102.51288,91.79358,92.75488,91.81647,96.60773,91.99957,91.75543
301,29.92771,99.34668,102.99353,102.51288,91.79358,92.75488,91.81647,96.60773,91.96906,91.73254
300,29.87952,99.34668,102.99353,102.51288,91.79358,92.75488,91.79358,96.60773,91.96906,91.73254
299,29.78313,99.34668,102.99353,102.51288,91.79358,92.75488,91.79358,96.60773,92.02246,91.73254
300,29.91566,99.34668,102.99353,102.51288,91.79358,92.75488,91.79358,96.57721,92.02246,91.73254
300,29.83133,99.34668,102.99353,102.5434,91.79358,92.75488,91.79358,96.57721,92.02246,91.73254
301,29.81928,99.34668,103.02405,102.5434,91.79358,92.75488,91.79358,96.63062,91.99194,91.73254
299,29.75904,99.34668,103.02405,102.5434,91.79358,92.75488,91.8241,96.63062,91.99194,91.73254
300,29.6988,99.34668,103.02405,102.48236,91.79358,92.77777,91.8241,96.56958,91.99194,91.73254
300,29.83133,99.34668,103.02405,102.48236,91.79358,92.75488,91.8241,96.56958,91.99194,91.77832
300,29.72289,99.34668,103.02405,102.48236,91.79358,92.77777,91.8241,96.56958,91.96143,91.75543
300,29.80723,99.34668,103.02405,102.48236,91.79358,92.77777,91.8241,96.56958,92.01483,91.75543
299,29.78313,99.3772,103.02405,102.51288,91.79358,92.77777,91.8241,96.56958,92.01483,91.75543
303,29.68675,99.3772,103.02405,102.51288,91.79358,92.77777,91.8241,96.53143,92.01483,91.75543
297,29.71084,99.3772,103.02405,102.51288,91.79358,92.77777,91.84698,96.53143,92.01483,91.75543
305,29.63855,99.3772,103.02405,102.51288,91.79358,92.77777,91.84698,96.53143,92.01483,91.75543
296,29.77108,99.3772,103.02405,102.51288,91.79358,92.77777,91.84698,96.58484,91.98431,91.75543
301,29.6988,99.3772,103.02405,102.51288,91.79358,92.77777,91.80121,96.58484,92.01483,91.75543
298,29.72289,99.3772,103.02405,102.51288,91.79358,92.77777,91.80121,96.58484,92.01483,91.75543
300,29.74699,99.3772,103.02405,102.5434,91.79358,92.77777,91.83173,96.58484,91.98431,91.75543
300,29.75904,99.3772,103.02405,102.5434,91.79358,92.77777,91.83173,96.58484,91.98431,91.75543
303,29.78313,99.3772,103.02405,102.5434,91.79358,92.77777,91.83173,96.58484,91.98431,91.77832
298,29.75904,99.3772,103.02405,102.5434,91.79358,92.77777,91.83173,96.58484,91.98431,91.77832
299,29.6506,99.3772,103.05457,102.5434,91.79358,92.77777,91.83173,96.58484,92.01483,91.77832
300,29.6988,99.3772,103.05457,102.5434,91.79358,92.77777,91.83173,96.56958,92.01483,91.73254
300,29.63855,99.3772,103.02405,102.5434,91.79358,92.77777,91.83173,96.56958,92.01483,91.73254
301,29.6747,99.3772,103.05457,102.5434,91.79358,92.77777,91.83173,96.56958,92.01483,91.73254
299,30.13539,99.3772,103.05457,102.61206,91.79358,92.77777,91.83173,96.56958,92.01483,91.73254
300,30.08615,99.3772,103.05457,102.61206,91.79358,92.77777,91.83173,96.56958,92.01483,91.73254
305,30.09846,99.3772,103.05457,102.55865,91.8241,92.77777,91.86224,96.56958,92.01483,91.75543
295,30.16,99.3772,103.05457,102.55865,91.8241,92.77777,91.86224,96.56958,92.01483,91.75543
300,30.08615,99.3772,103.05457,102.55865,91.8241,92.77777,91.86224,96.56958,92.01483,91.75543
300,30.01231,99.49164,103.20715,102.79517,91.9538,92.83881,91.93854,96.60773,92.06824,91.80121
3967,30.01231,99.52216,103.20715,102.75702,91.9538,92.88458,91.96143,96.56958,92.01483,91.22137
302,29.93976,99.52216,103.20715,102.71887,91.9538,92.88458,91.96143,96.56958,92.01483,91.19086
298,29.87952,99.52216,103.17664,102.71887,91.9538,92.88458,91.93091,96.56958,92.01483,91.22137
300,29.92771,99.52216,103.17664,102.68835,91.9538,92.88458,91.9538,96.53906,92.03772,91.22137
299,29.84337,99.52216,103.1156,102.68835,91.9538,92.88458,91.9538,96.53906,92.03772,91.22137
300,29.93976,99.52216,103.04694,102.65784,91.9538,92.86169,91.92328,96.53906,92.03772,91.26715
301,29.92771,99.52216,102.95538,102.71887,91.9538,92.86169,91.96906,96.50092,92.03772,91.21375
299,30,99.52216,102.94775,102.68835,91.9538,92.86169,91.94617,96.55432,92.0072,91.18323
301,30,99.52216,102.88672,102.68835,91.9538,92.86169,91.91565,96.55432,92.0072,91.15271
300,29.80723,99.52216,102.81805,102.65784,91.9538,92.86169,91.96143,96.55432,92.0072,91.14508
300,29.93976,99.52216,102.7265,102.65784,91.9538,92.86169,91.93854,96.5238,92.03009,91.12219
299,29.93976,99.52216,102.62732,102.62732,91.9538,92.86169,91.93854,96.5238,92.03009,91.12219
301,29.91566,99.52216,102.56628,102.68073,91.92328,92.86169,91.90802,96.5238,92.03009,91.12219
300,29.87952,99.52216,102.44421,102.65021,91.92328,92.86169,91.9538,96.49329,92.03009,91.12219
300,29.79518,99.52216,102.37555,102.65021,91.92328,92.86169,91.93091,96.5238,92.03009,91.20612
300,29.80723,99.52216,102.36792,102.65021,91.92328,92.86169,91.93091,96.5238,92.03009,91.23663
300,29.85542,99.52216,102.27637,102.61969,91.92328,92.83118,91.9538,96.5238,91.97668,91.29004
299,29.98795,99.52216,102.17719,102.61969,91.92328,92.83118,91.9538,96.55432,92.0072,91.35107
300,29.84337,99.52216,102.11615,102.58917,91.92328,92.83118,91.92328,96.55432,92.0072,91.40448
300,29.84337,99.52216,101.95593,102.64258,91.92328,92.83118,91.92328,96.55432,92.0072,91.40448
300,29.84337,99.52216,101.8949,102.64258,91.92328,92.83118,91.89276,96.53906,92.0072,91.435
300,29.78313,99.52216,101.73468,102.61206,91.92328,92.88458,91.93854,96.53906,92.03772,91.46552
300,29.87952,99.52216,101.67365,102.61206,91.92328,92.88458,91.93854,96.56958,92.03772,91.4884
300,29.78313,99.52216,101.54395,102.61206,91.92328,92.88458,91.93854,96.56958,92.03772,91.51892
300,29.87952,99.57556,101.35321,102.5434,91.92328,92.88458,91.93854,96.56958,92.03772,91.51892
301,29.79518,99.54504,101.20062,102.5434,91.92328,92.88458,91.91565,96.56958,92.03772,91.4884
300,29.86747,99.54504,101.13196,102.5434,91.92328,92.85406,91.91565,96.56958,92.03772,91.4884
301,29.92771,99.54504,101.04041,102.5434,91.97668,92.85406,91.91565,96.56958,92.03772,91.46552
298,29.81928,99.54504,100.84967,102.5434,91.97668,92.85406,91.91565,96.56958,92.03772,91.46552
300,29.81928,99.54504,100.78864,102.5434,91.97668,92.85406,91.91565,96.56958,92.03772,91.51129
300,29.74699,99.51453,100.81152,102.5434,91.97668,92.85406,91.91565,96.56958,92.03772,91.51129
301,29.71084,99.51453,100.68182,102.60443,91.97668,92.85406,91.91565,96.56958,92.03772,91.51129
301,29.83133,99.51453,100.65131,102.57391,91.97668,92.85406,91.91565,96.56958,92.03772,91.51129
298,29.83133,99.48401,100.52161,102.57391,91.97668,92.82355,91.90802,96.53906,92.03772,91.51129
300,29.79518,99.48401,100.46057,102.57391,91.97668,92.87695,91.90802,96.53906,92.03772,91.51129
300,29.79518,99.38483,100.43005,102.57391,91.97668,92.87695,91.90802,96.53906,92.03772,91.54181
300,29.79518,99.35431,100.36902,102.57391,91.97668,92.87695,91.90802,96.50092,92.03772,91.57233
300,29.85542,99.35431,100.30035,102.57391,91.94617,92.87695,91.90802,96.4704,92.03772,91.57233
300,29.83133,99.32379,100.23932,102.57391,91.94617,92.87695,91.90802,96.43988,92.03772,91.57233
300,29.83133,99.29327,100.01807,102.57391,91.94617,92.87695,91.90802,96.40936,92.03772,91.57233
300,29.75904,99.26276,99.85785,102.5434,91.94617,92.87695,91.90802,96.37885,92.03772,91.54181
300,29.77108,99.23224,99.79681,102.5434,91.94617,92.87695,91.90802,96.31018,92.03772,91.54181
300,29.89157,99.23224,99.54504,102.5434,91.94617,92.87695,91.90802,96.18811,92.03772,91.51129
300,29.86747,99.20172,99.5069,102.5434,91.94617,92.84644,91.90802,96.31018,92.0072,91.48077
299,29.93976,99.20172,99.47638,102.60443,91.94617,92.84644,91.90802,97.07312,92.0072,91.45026
303,29.74699,85.12549,99.41534,102.60443,91.94617,92.84644,91.90802,97.45459,92.0072,91.48077
298,29.84337,99.16357,99.38483,102.60443,91.94617,92.84644,91.90802,97.73688,92.0072,91.48077
301,29.92771,99.10254,99.25513,102.60443,91.94617,92.84644,91.90802,97.92761,92.0072,91.48077
299,29.86747,99.10254,99.06439,102.56628,91.94617,92.84644,91.90802,98.04968,92.0072,91.51129
299,29.87952,99.10254,98.93469,102.56628,91.94617,92.84644,91.90802,98.17938,92.0072,91.51129
300,29.86747,99.10254,98.96521,102.56628,91.94617,92.84644,91.90802,98.27094,92.0072,91.51129
300,29.89157,99.07202,98.92706,102.56628,91.94617,92.84644,91.90802,98.37012,92.0072,91.51129
300,29.75904,99.07202,98.92706,102.56628,91.94617,92.89221,91.90802,98.49219,92.0072,91.51129
302,29.81928,99.07202,98.80499,102.56628,91.94617,92.89221,91.90802,98.62189,92.0072,91.54181
298,29.86747,99.12543,98.77448,102.56628,91.94617,92.89221,91.90802,98.68292,92.0072,91.58759
300,29.89157,99.12543,98.73633,102.56628,91.94617,92.89221,91.90802,98.74396,92.0072,91.5647
301,29.83133,99.09491,98.55322,102.56628,91.94617,92.89221,91.90802,98.81262,92.0072,91.58759
300,29.93976,99.09491,98.51508,102.53577,91.94617,92.89221,91.90802,98.87366,92.0072,91.58759
301,29.78313,99.06439,98.48456,102.53577,91.94617,92.89221,91.90802,98.9118,92.0072,91.57233
298,29.89157,99.06439,98.17175,102.53577,91.94617,92.89221,91.90802,99.07202,92.0072,91.59521
301,29.75904,99.03387,98.14124,102.5968,91.89276,92.86932,91.90802,99.13306,92.0072,91.59521
299,29.92771,98.99573,98.10309,102.5968,91.89276,92.86932,91.90802,99.20172,92.03772,91.59521
301,30.02462,98.96521,98.07257,102.5968,91.89276,92.86932,91.90802,99.23224,92.03772,91.59521
299,29.81928,98.96521,98.07257,102.5968,91.89276,92.86932,91.90802,99.26276,92.03772,91.59521
300,29.81928,98.84314,98.04205,102.5968,91.89276,92.86932,91.90802,99.32379,92.03772,91.62573
300,29.90361,98.80499,98.04205,102.56628,91.89276,92.86932,91.90802,99.45349,92.03772,91.62573
303,29.71084,98.77448,98.01154,102.56628,91.89276,92.86932,91.90802,99.57556,92.03772,91.62573
297,29.91566,98.77448,97.98102,102.56628,91.93854,92.86932,91.90802,99.67474,91.98431,91.65625
302,29.86747,98.74396,97.98102,102.56628,91.93854,92.92273,91.90802,99.79681,91.98431,91.65625
300,29.84337,98.71344,97.9505,102.56628,91.93854,92.92273,91.90802,99.896,91.98431,91.68677
299,29.87952,98.71344,97.91235,102.56628,91.93854,92.89221,91.90802,100.01807,91.98431,91.68677
299,30.13539,98.68292,97.72162,102.56628,91.93854,92.89221,91.90802,99.98755,92.01483,91.70966
301,30,98.68292,97.63007,102.56628,91.93854,92.89221,91.90802,99.96466,92.01483,91.70966
299,30.03692,98.6524,97.59955,102.56628,91.93854,92.89221,91.90802,99.93414,92.01483,91.70966
300,30.02462,98.67529,97.61481,102.56628,91.93854,92.89221,91.96143,99.86548,92.01483,91.74017
300,30.06154,98.64478,97.55377,102.56628,91.90802,92.89221,91.96143,99.93414,92.01483,91.74017
300,30.01231,98.61426,97.55377,102.56628,91.90802,92.89221,91.96143,99.86548,92.01483,91.74017
304,30.11077,98.58374,97.55377,102.56628,91.90802,92.89221,91.96143,99.83496,92.04535,91.74017
296,30.03692,98.51508,97.52325,102.56628,91.90802,92.89221,91.96143,99.77393,92.04535,91.74017
303,30.09846,98.48456,97.52325,102.56628,91.90802,92.89221,91.91565,99.77393,92.04535,91.74017
297,30.03692,98.45404,97.52325,102.56628,91.90802,92.89221,91.93854,99.74341,92.04535,91.71729
300,30.06154,98.45404,97.49274,102.56628,91.90802,92.89221,91.93854,99.68237,92.04535,91.71729
300,30.13539,98.42352,97.49274,102.56628,91.90802,92.89221,91.93854,99.46875,91.99194,91.71729
300,29.9759,98.42352,97.49274,102.56628,91.90802,92.89221,91.93854,99.40771,91.99194,91.7478
300,30.03692,98.39301,97.42407,102.56628,91.90802,92.86169,91.93854,99.40771,91.99194,91.7478
300,30.04923,98.39301,97.42407,102.5968,91.90802,92.86169,91.93854,99.40771,92.02246,91.7478
300,30,98.36249,97.39355,102.5968,91.90802,92.86169,91.93854,99.30853,92.02246,91.77832
299,29.95181,98.33197,97.39355,102.5968,91.90802,92.86169,91.96906,99.14832,92.02246,91.77832
301,30.01231,98.29382,97.39355,102.5968,91.90802,92.86169,91.96906,99.05676,92.02246,91.77832
300,29.95181,98.26331,97.39355,102.5968,91.90802,92.86169,91.92328,98.99573,92.02246,91.80884
300,29.93976,98.23279,97.39355,102.5968,91.90802,92.86169,91.92328,98.73633,92.05298,91.80884
299,30.04923,98.17175,86.38434,102.5968,91.88513,92.86169,91.9538,98.61426,92.05298,91.80884
303,30.04923,98.14124,97.36304,102.5968,91.96143,92.86169,91.9538,98.61426,92.05298,91.80884
298,30,98.10309,97.36304,102.5968,91.96143,92.86169,91.9538,98.58374,92.05298,91.80884
299,29.96386,98.10309,97.36304,102.5968,91.93091,92.86169,91.9538,98.52271,92.05298,91.75543
301,29.96386,98.07257,97.36304,102.5968,91.93091,92.86169,91.9538,98.45404,92.05298,91.75543
300,29.93976,98.07257,97.11127,102.5968,91.93091,92.86169,91.97668,98.30145,92.05298,91.75543
300,30.02462,98.04205,96.89001,102.5968,91.93091,92.86169,91.97668,98.26331,92.05298,91.78595
300,29.86747,98.01154,96.89001,102.5968,91.93091,92.9151,91.97668,98.30145,92.05298,91.78595
300,30,98.01154,96.89001,102.56628,91.93091,92.9151,91.97668,98.30145,92.05298,91.78595
300,29.87952,97.98102,96.8595,102.56628,91.93091,92.9151,91.97668,98.26331,92.05298,91.80884
301,29.92771,97.9505,96.8595,102.56628,91.93091,92.9151,91.9538,98.23279,92.05298,91.80884
